Wavelength,Weight
1261.0,0.5299035
1262.0,0.53984225
1263.0,0.51864445
1264.0,0.5278997
1265.0,0.52097005
1266.0,0.52017087
1267.0,0.5116902
1268.0,0.52491015
1269.0,0.53060484
1270.0,0.5301656
1271.0,0.52448153
1272.0,0.51133865
1273.0,0.5292594
1274.0,0.51728165
1275.0,0.51944524
1276.0,0.51685494
1277.0,0.5131513
1278.0,0.5320922
1279.0,0.51398116
1280.0,0.53405666
1281.0,0.6326916
1282.0,0.5481456
1283.0,0.6052997
1284.0,0.7358025
1285.0,0.74727273
1286.0,0.6793575
1287.0,0.6473944
1288.0,0.82349765
1289.0,0.8897
1290.0,0.91159195
1291.0,0.9196341
1292.0,0.82219195
1293.0,0.8307937
1294.0,1.0249562
1295.0,0.9444876
1296.0,0.88292307
1297.0,0.96648943
1298.0,0.9800119
1299.0,0.9413811
1300.0,0.86509573
1301.0,0.8337686
1302.0,0.9289437
1303.0,0.8976359
1304.0,0.9256466
1305.0,0.84684795
1306.0,0.78537524
1307.0,1.1510724
1308.0,0.8692842
1309.0,0.93268955
1310.0,0.9343078
1311.0,0.84742844
1312.0,0.66981626
1313.0,0.6878814
1314.0,0.7432462
1315.0,0.76389337
1316.0,0.55666345
1317.0,0.73099196
1318.0,0.7765799
1319.0,0.8225815
1320.0,0.69245064
1321.0,0.7847106
1322.0,0.90736336
1323.0,0.91950804
1324.0,0.87710595
1325.0,0.8439637
1326.0,0.83858943
1327.0,0.8923869
1328.0,0.9096614
1329.0,0.85975844
1330.0,0.7963157
1331.0,0.7735451
1332.0,0.8343685
1333.0,0.8744444
1334.0,0.7840917
1335.0,0.7175714
1336.0,0.89261466
1337.0,1.0283016
1338.0,0.84429914
1339.0,0.88133085
1340.0,0.6965764
1341.0,0.6894897
1342.0,0.7610591
1343.0,0.7652553
1344.0,0.6454106
1345.0,0.85892254
1346.0,0.78279793
1347.0,0.7442936
1348.0,0.86686486
1349.0,0.9161292
1350.0,0.9309148
1351.0,0.6770481
1352.0,0.78088087
1353.0,0.8341274
1354.0,0.8142988
1355.0,0.8555823
1356.0,0.8852461
1357.0,0.91691583
1358.0,1.0073793
1359.0,0.9239045
1360.0,0.920157
1361.0,0.8567131
1362.0,0.9291254
1363.0,0.99083006
1364.0,0.98805195
1365.0,0.9056696
1366.0,0.97592264
1367.0,0.935002
1368.0,1.0101645
1369.0,0.942524
1370.0,0.9584231
1371.0,1.0167425
1372.0,0.9242835
1373.0,0.9505364
1374.0,0.91907656
1375.0,0.9513697
1376.0,0.94069344
1377.0,0.8994563
1378.0,0.9006213
1379.0,0.8647206
1380.0,0.92623305
1381.0,0.8496892
1382.0,0.8577081
1383.0,0.8731783
1384.0,0.85761076
1385.0,0.91398525
1386.0,0.90328246
1387.0,0.95858485
1388.0,0.9819239
1389.0,0.8922515
1390.0,0.95160884
1391.0,0.98972106
1392.0,0.9278804
1393.0,0.89368135
1394.0,0.92031646
1395.0,0.9090712
1396.0,0.9198703
1397.0,0.8956493
1398.0,0.9865407
1399.0,0.8922894
1400.0,0.9261902
1401.0,0.9413604
1402.0,0.87359655
1403.0,1.0598837
1404.0,0.88917667
1405.0,0.95856816
1406.0,1.0686269
1407.0,0.9491459
1408.0,0.9366005
1409.0,0.9354066
1410.0,0.82560295
1411.0,0.84795123
1412.0,0.6936878
1413.0,0.7164892
1414.0,0.73932433
1415.0,0.64755344
1416.0,0.6768583
1417.0,0.5565997
1418.0,0.5391311
1419.0,0.50684553
1420.0,0.5461649
1421.0,0.560532
1422.0,0.56781864
1423.0,0.6119767
1424.0,0.5599702
1425.0,0.54071575
1426.0,0.49232894
1427.0,0.5493294
1428.0,0.6757537
1429.0,0.5523048
1430.0,0.71035177
1431.0,0.6537078
1432.0,0.70763075
1433.0,0.75459903
1434.0,0.6785837
1435.0,0.7032272
1436.0,0.83123285
1437.0,0.79940605
1438.0,0.79779714
1439.0,0.74987906
1440.0,0.75080043
1441.0,0.87058413
1442.0,0.66871077
1443.0,0.9661362
1444.0,0.7328814
1445.0,0.7234024
1446.0,0.85336334
1447.0,0.5842242
1448.0,0.6960981
1449.0,0.73731476
1450.0,0.67812383
1451.0,0.65984327
1452.0,0.729667
1453.0,0.6509045
1454.0,0.7374268
1455.0,0.69945985
1456.0,0.63310975
1457.0,0.6541116
1458.0,0.6940024
1459.0,0.64375234
1460.0,0.5693337
1461.0,0.6201016
1462.0,0.6732924
1463.0,0.75827473
1464.0,0.78891015
1465.0,0.7162628
1466.0,0.84011346
1467.0,0.83700556
1468.0,0.79592294
1469.0,0.6978795
1470.0,0.9669746
1471.0,0.9485922
1472.0,0.8673316
1473.0,0.7254057
1474.0,0.96786314
1475.0,0.84060764
1476.0,1.0623486
1477.0,0.8034801
1478.0,0.73753077
1479.0,0.7847194
1480.0,0.7635339
1481.0,0.96646917
1482.0,0.9026095
1483.0,0.7292278
1484.0,0.82340235
1485.0,0.7790446
1486.0,0.7408877
1487.0,0.90973884
1488.0,0.752209
1489.0,0.9291096
1490.0,1.1060278
1491.0,0.8972976
1492.0,0.9951537
1493.0,0.96959174
1494.0,1.0348113
1495.0,0.77458566
1496.0,0.75642556
1497.0,0.7939764
1498.0,0.767561
1499.0,0.8015974
1500.0,0.917883
1501.0,0.88896334
1502.0,0.8857429
1503.0,0.8306884
1504.0,0.9593495
1505.0,0.92162865
1506.0,0.7869144
1507.0,0.76032275
1508.0,0.6622864
1509.0,0.83950555
1510.0,0.5886839
1511.0,0.6063123
1512.0,0.5544389
1513.0,0.53708327
1514.0,0.5007892
1515.0,0.5682253
1516.0,0.5351882
1517.0,0.562281
1518.0,0.6507787
1519.0,0.6415092
1520.0,0.67073095
1521.0,0.6322141
1522.0,0.6851507
1523.0,0.6961619
1524.0,0.78124243
1525.0,0.677723
1526.0,0.8072198
1527.0,0.9454516
1528.0,0.81007123
1529.0,0.7689396
1530.0,0.76475567
1531.0,0.9174999
1532.0,0.9336974
1533.0,0.9007581
1534.0,0.89423007
1535.0,0.8165557
1536.0,0.88327545
1537.0,0.7616912
1538.0,1.0948019
1539.0,0.93760604
1540.0,1.0507988
1541.0,0.8069155
1542.0,1.0414904
1543.0,0.9746524
1544.0,0.8863778
1545.0,0.8816327
1546.0,0.8786313
1547.0,0.72931635
1548.0,0.81452465
1549.0,0.82164955
1550.0,0.7706116
1551.0,0.82743025
1552.0,0.74422276
1553.0,0.722135
1554.0,0.7265859
1555.0,0.6102997
1556.0,0.5667974
1557.0,0.5274932
1558.0,0.547739
1559.0,0.50484097
1560.0,0.5490022
1561.0,0.5446821
1562.0,0.53504735
1563.0,0.50914
1564.0,0.55549484
1565.0,0.5664877
1566.0,0.5471259
1567.0,0.5716013
1568.0,0.5098686
1569.0,0.49513605
1570.0,0.53285015
1571.0,0.56151295
1572.0,0.56881267
1573.0,0.6265067
1574.0,0.5918885
1575.0,0.7105812
1576.0,0.6738704
1577.0,0.7956248
1578.0,0.89391565
1579.0,0.8924288
1580.0,0.9203865
1581.0,0.9454922
1582.0,0.8799599
1583.0,0.9399414
1584.0,1.0076174
1585.0,0.9402037
1586.0,0.90451324
1587.0,0.9840152
1588.0,0.9635997
1589.0,0.9301499
1590.0,0.87815154
1591.0,0.91284144
1592.0,0.89335066
1593.0,0.89813846
1594.0,0.8243111
1595.0,0.89177364
1596.0,1.0267842
1597.0,0.9587864
1598.0,1.0080632
1599.0,0.85181224
1600.0,0.7692491
1601.0,0.88150686
1602.0,0.8456213
1603.0,0.9148802
1604.0,0.7661247
1605.0,0.8219927
1606.0,0.94282085
1607.0,0.84547764
1608.0,0.87260085
1609.0,0.9910883
1610.0,0.92965245
1611.0,0.97963977
1612.0,1.0183251
1613.0,1.0583255
1614.0,1.0373056
1615.0,1.0161604
1616.0,0.9054333
1617.0,0.9314358
1618.0,0.92197865
1619.0,0.81098115
1620.0,0.8617684
1621.0,0.8223858
1622.0,0.84004384
1623.0,0.811822
1624.0,0.8530445
1625.0,0.9109395
1626.0,0.9717075
1627.0,0.93840474
1628.0,1.008301
1629.0,0.94151855
1630.0,1.0502825
1631.0,1.0531547
1632.0,1.0667903
1633.0,1.0016156
1634.0,1.0626625
1635.0,1.0348096
1636.0,0.7669036
1637.0,0.87740886
1638.0,0.6151111
1639.0,0.63827574
1640.0,0.5956563
1641.0,0.71010095
1642.0,0.64973736
1643.0,0.5500095
1644.0,0.5202506
1645.0,0.5358151
1646.0,0.50917774
1647.0,0.5229305
1648.0,0.5324048
1649.0,0.5092269
1650.0,0.51787007
1651.0,0.52878535
1652.0,0.532883
1653.0,0.52017856
1654.0,0.55360025
1655.0,0.5189052
1656.0,0.5291222
1657.0,0.5243554
1658.0,0.5159649
1659.0,0.51405776
1660.0,0.5145476
1661.0,0.51900727
1662.0,0.5255391
1663.0,0.52330923
1664.0,0.5295683
1665.0,0.5337323
1666.0,0.51268274
1667.0,0.5386709
1668.0,0.52290916
1669.0,0.522908
1670.0,0.52310896
1671.0,0.5231232
1672.0,0.51690626
1673.0,0.5239661
1674.0,0.5173823
1675.0,0.52071583
1676.0,0.5132442
1677.0,0.5182037
1678.0,0.52551055
1679.0,0.5260072
1680.0,0.52534723
1681.0,0.52338135
1682.0,0.52529985
1683.0,0.51957494
1684.0,0.51595116
1685.0,0.52134454
1686.0,0.5176747
1687.0,0.51919985
1688.0,0.5338667
1689.0,0.523006
1690.0,0.5183206
1691.0,0.51501244
1692.0,0.5156849
1693.0,0.5120599
1694.0,0.51478237
1695.0,0.51419896
1696.0,0.5478606
1697.0,0.51053715
1698.0,0.5069878
1699.0,0.5196147
1700.0,0.4988476
1701.0,0.5232087
1702.0,0.53314555
1703.0,0.5178362
1704.0,0.5490769
1705.0,0.5216775
1706.0,0.52870023
1707.0,0.5309697
1708.0,0.5226946
1709.0,0.51617205
1710.0,0.51741827
1711.0,0.51072454
1712.0,0.51539135
1713.0,0.5236462
1714.0,0.5385517
1715.0,0.52394724
1716.0,0.5740644
1717.0,0.5183995
1718.0,0.5432523
1719.0,0.50583184
1720.0,0.5428777
1721.0,0.5337398
1722.0,0.5141443
1723.0,0.5531594
1724.0,0.5530237
1725.0,0.5225765
1726.0,0.53483504
1727.0,0.5487225
1728.0,0.59662545
1729.0,0.54710203
1730.0,0.53913075
1731.0,0.55963814
1732.0,0.52838117
1733.0,0.55174875
1734.0,0.55145913
1735.0,0.5136686
1736.0,0.5871434
1737.0,0.5548874
1738.0,0.55003047
1739.0,0.52772856
1740.0,0.5356936
1741.0,0.56498146
1742.0,0.55220824
1743.0,0.5105085
1744.0,0.5465349
1745.0,0.5158807
1746.0,0.5540049
1747.0,0.5205346
1748.0,0.54793805
1749.0,0.54097223
1750.0,0.5660886
1751.0,0.5225646
1752.0,0.5930686
1753.0,0.61304635
1754.0,0.53849214
1755.0,0.5987953
1756.0,0.57313395
1757.0,0.52338296
1758.0,0.54430175
1759.0,0.5284804
1760.0,0.58346206
1761.0,0.62593037
1762.0,0.5797348
1763.0,0.53117263
1764.0,0.5473386
1765.0,0.5462738
1766.0,0.5113346
1767.0,0.55199564
1768.0,0.63165975
1769.0,0.5509769
1770.0,0.55918956
1771.0,0.58954203
1772.0,0.5517379
1773.0,0.5634492
1774.0,0.5948573
1775.0,0.5641463
1776.0,0.54396456
1777.0,0.5620516
1778.0,0.5832205
1779.0,0.5659923
1780.0,0.5538825
1781.0,0.58639854
1782.0,0.5400443
1783.0,0.55906606
1784.0,0.541876
1785.0,0.51495886
1786.0,0.5532312
1787.0,0.52533156
1788.0,0.5549521
1789.0,0.5245436
1790.0,0.5462382
1791.0,0.57988167
1792.0,0.5703261
1793.0,0.59650624
1794.0,0.6327816
1795.0,0.6358752
1796.0,0.6306299
1797.0,0.66343313
1798.0,0.74498576
1799.0,0.5924685
1800.0,0.55314636
